service_file,feature_owner,purpose,key_dependencies,edge_functions,database_tables,status,risk_notes
services/instrumentation.ts,Admin / governance,"Admin control, audit, guidance, or feature visibility",Supabase client; localStorage fallback; edge functions where invoked,,admin_audit_log; platform_feature_flags,inventory_only,"Review for server-side enforcement if this gates paid, credit, provider, or user-data behavior."
services/integrationLogos.tsx,Integrations,"External connector, OAuth, web search, or integration status",Supabase client; localStorage fallback; edge functions where invoked,,user_oauth_connections; linkedin_autopost_posts,inventory_only,"Review for server-side enforcement if this gates paid, credit, provider, or user-data behavior."
services/integrationStatus.ts,Integrations,"External connector, OAuth, web search, or integration status",Supabase client; localStorage fallback; edge functions where invoked,,user_oauth_connections; linkedin_autopost_posts,inventory_only,"Review for server-side enforcement if this gates paid, credit, provider, or user-data behavior."
services/knowledgeRetrieval.ts,Vault / Knowledge,"Files, vault, upload, proof, or knowledge support",Supabase client; localStorage fallback; edge functions where invoked,,workspace_files; knowledge_sources,inventory_only,"Review for server-side enforcement if this gates paid, credit, provider, or user-data behavior."
services/labsRegistry.ts,Admin / governance,"Admin control, audit, guidance, or feature visibility",Supabase client; localStorage fallback; edge functions where invoked,,admin_audit_log; platform_feature_flags,inventory_only,"Review for server-side enforcement if this gates paid, credit, provider, or user-data behavior."
services/linkedinConnector.ts,Integrations,"External connector, OAuth, web search, or integration status",Supabase client; localStorage fallback; edge functions where invoked,linkedin-oauth,user_oauth_connections; linkedin_autopost_posts,inventory_only,"Review for server-side enforcement if this gates paid, credit, provider, or user-data behavior."
services/llm.ts,Agents / AI,"Agent, model, provider, AI route, or runtime support",Supabase client; localStorage fallback; edge functions where invoked,,agents; ai_route_events; admin_api_keys,inventory_only,"Review for server-side enforcement if this gates paid, credit, provider, or user-data behavior."
services/mediaAnalysis.ts,Platform,Shared platform utility or domain service,Supabase client; localStorage fallback; edge functions where invoked,media-analyze,varies,inventory_only,Low-risk utility unless called by sensitive flows.
services/modelCatalog.ts,Agents / AI,"Agent, model, provider, AI route, or runtime support",Supabase client; localStorage fallback; edge functions where invoked,,agents; ai_route_events; admin_api_keys,inventory_only,"Review for server-side enforcement if this gates paid, credit, provider, or user-data behavior."
services/modelHarness.ts,Automation,"Flow, schedule, replay, basket, or harness support",Supabase client; localStorage fallback; edge functions where invoked,,flows; flow_runs; baskets; operator_event_logs,inventory_only,"Review for server-side enforcement if this gates paid, credit, provider, or user-data behavior."
services/nightShiftLocalEdge.ts,Platform,Shared platform utility or domain service,Supabase client; localStorage fallback; edge functions where invoked,,varies,inventory_only,Low-risk utility unless called by sensitive flows.
services/notionConnector.ts,Integrations,"External connector, OAuth, web search, or integration status",Supabase client; localStorage fallback; edge functions where invoked,notion-oauth,user_oauth_connections; linkedin_autopost_posts,inventory_only,"Review for server-side enforcement if this gates paid, credit, provider, or user-data behavior."
services/operatorMode.ts,Platform,Shared platform utility or domain service,Supabase client; localStorage fallback; edge functions where invoked,,varies,inventory_only,Low-risk utility unless called by sensitive flows.
services/platformCreditRules.ts,Monetization,"Billing, credits, access, referral, program, or paid launch support",Supabase client; localStorage fallback; edge functions where invoked,,credit_ledger; credit_accounts; partner_commissions,inventory_only,"Review for server-side enforcement if this gates paid, credit, provider, or user-data behavior."
services/programBridge.ts,Monetization,"Billing, credits, access, referral, program, or paid launch support",Supabase client; localStorage fallback; edge functions where invoked,program-access,credit_ledger; credit_accounts; partner_commissions,inventory_only,"Review for server-side enforcement if this gates paid, credit, provider, or user-data behavior."
services/programCompletion.ts,Monetization,"Billing, credits, access, referral, program, or paid launch support",Supabase client; localStorage fallback; edge functions where invoked,program-completion,credit_ledger; credit_accounts; partner_commissions,inventory_only,"Review for server-side enforcement if this gates paid, credit, provider, or user-data behavior."
services/programCompletionRules.ts,Monetization,"Billing, credits, access, referral, program, or paid launch support",Supabase client; localStorage fallback; edge functions where invoked,,credit_ledger; credit_accounts; partner_commissions,inventory_only,"Review for server-side enforcement if this gates paid, credit, provider, or user-data behavior."
services/programCredentialRules.ts,Monetization,"Billing, credits, access, referral, program, or paid launch support",Supabase client; localStorage fallback; edge functions where invoked,,credit_ledger; credit_accounts; partner_commissions,inventory_only,"Review for server-side enforcement if this gates paid, credit, provider, or user-data behavior."
services/programCredentials.ts,Monetization,"Billing, credits, access, referral, program, or paid launch support",Supabase client; localStorage fallback; edge functions where invoked,program-credentials,credit_ledger; credit_accounts; partner_commissions,inventory_only,"Review for server-side enforcement if this gates paid, credit, provider, or user-data behavior."
services/programGate.ts,Monetization,"Billing, credits, access, referral, program, or paid launch support",Supabase client; localStorage fallback; edge functions where invoked,,credit_ledger; credit_accounts; partner_commissions,inventory_only,"Review for server-side enforcement if this gates paid, credit, provider, or user-data behavior."
services/programOfferCatalog.ts,Monetization,"Billing, credits, access, referral, program, or paid launch support",Supabase client; localStorage fallback; edge functions where invoked,,credit_ledger; credit_accounts; partner_commissions,inventory_only,"Review for server-side enforcement if this gates paid, credit, provider, or user-data behavior."
services/programRevenueRules.ts,Monetization,"Billing, credits, access, referral, program, or paid launch support",Supabase client; localStorage fallback; edge functions where invoked,,credit_ledger; credit_accounts; partner_commissions,inventory_only,"Review for server-side enforcement if this gates paid, credit, provider, or user-data behavior."
services/projectVaultCredits.ts,Vault / Knowledge,"Files, vault, upload, proof, or knowledge support",Supabase client; localStorage fallback; edge functions where invoked,,workspace_files; knowledge_sources,inventory_only,"Review for server-side enforcement if this gates paid, credit, provider, or user-data behavior."
services/projectVaultManifest.ts,Vault / Knowledge,"Files, vault, upload, proof, or knowledge support",Supabase client; localStorage fallback; edge functions where invoked,,workspace_files; knowledge_sources,inventory_only,"Review for server-side enforcement if this gates paid, credit, provider, or user-data behavior."
services/projectVaultStorage.ts,Vault / Knowledge,"Files, vault, upload, proof, or knowledge support",Supabase client; localStorage fallback; edge functions where invoked,,workspace_files; knowledge_sources,inventory_only,"Review for server-side enforcement if this gates paid, credit, provider, or user-data behavior."
services/projectVaultTemplates.ts,Vault / Knowledge,"Files, vault, upload, proof, or knowledge support",Supabase client; localStorage fallback; edge functions where invoked,,workspace_files; knowledge_sources,inventory_only,"Review for server-side enforcement if this gates paid, credit, provider, or user-data behavior."
services/projectVaultTheme.ts,Vault / Knowledge,"Files, vault, upload, proof, or knowledge support",Supabase client; localStorage fallback; edge functions where invoked,,workspace_files; knowledge_sources,inventory_only,"Review for server-side enforcement if this gates paid, credit, provider, or user-data behavior."
services/projectVaultValidation.ts,Vault / Knowledge,"Files, vault, upload, proof, or knowledge support",Supabase client; localStorage fallback; edge functions where invoked,,workspace_files; knowledge_sources,inventory_only,"Review for server-side enforcement if this gates paid, credit, provider, or user-data behavior."
services/promptPacks.ts,Platform,Shared platform utility or domain service,Supabase client; localStorage fallback; edge functions where invoked,prompt-pack-enhance; prompt-pack-install,varies,inventory_only,Low-risk utility unless called by sensitive flows.
services/providerBrands.tsx,Platform,Shared platform utility or domain service,Supabase client; localStorage fallback; edge functions where invoked,,varies,inventory_only,Low-risk utility unless called by sensitive flows.
services/quickstartRecipes.ts,Platform,Shared platform utility or domain service,Supabase client; localStorage fallback; edge functions where invoked,,varies,inventory_only,Low-risk utility unless called by sensitive flows.
services/realtimeRooms.ts,Platform,Shared platform utility or domain service,Supabase client; localStorage fallback; edge functions where invoked,media-analyze; realtime-room,varies,inventory_only,Low-risk utility unless called by sensitive flows.
services/referralRewards.ts,Monetization,"Billing, credits, access, referral, program, or paid launch support",Supabase client; localStorage fallback; edge functions where invoked,,credit_ledger; credit_accounts; partner_commissions,inventory_only,"Review for server-side enforcement if this gates paid, credit, provider, or user-data behavior."
services/replayAnimationTemplates.ts,Automation,"Flow, schedule, replay, basket, or harness support",Supabase client; localStorage fallback; edge functions where invoked,,flows; flow_runs; baskets; operator_event_logs,inventory_only,"Review for server-side enforcement if this gates paid, credit, provider, or user-data behavior."
services/replayExport.ts,Automation,"Flow, schedule, replay, basket, or harness support",Supabase client; localStorage fallback; edge functions where invoked,,flows; flow_runs; baskets; operator_event_logs,inventory_only,"Review for server-side enforcement if this gates paid, credit, provider, or user-data behavior."
services/scheduleNL.ts,Automation,"Flow, schedule, replay, basket, or harness support",Supabase client; localStorage fallback; edge functions where invoked,,flows; flow_runs; baskets; operator_event_logs,inventory_only,"Review for server-side enforcement if this gates paid, credit, provider, or user-data behavior."
services/scheduleTemplates.ts,Automation,"Flow, schedule, replay, basket, or harness support",Supabase client; localStorage fallback; edge functions where invoked,,flows; flow_runs; baskets; operator_event_logs,inventory_only,"Review for server-side enforcement if this gates paid, credit, provider, or user-data behavior."
services/scheduledChannelActions.ts,Automation,"Flow, schedule, replay, basket, or harness support",Supabase client; localStorage fallback; edge functions where invoked,flow-tool-execute,flows; flow_runs; baskets; operator_event_logs,inventory_only,"Review for server-side enforcement if this gates paid, credit, provider, or user-data behavior."
services/schedules.ts,Automation,"Flow, schedule, replay, basket, or harness support",Supabase client; localStorage fallback; edge functions where invoked,flow-executor,flows; flow_runs; baskets; operator_event_logs,inventory_only,"Review for server-side enforcement if this gates paid, credit, provider, or user-data behavior."
services/shiftOs.ts,Business Spaces,"B2B workspace state, ROI, proposals, shifts, or connected work",Supabase client; localStorage fallback; edge functions where invoked,,business_spaces; workspace_files; credit_ledger,inventory_only,"Review for server-side enforcement if this gates paid, credit, provider, or user-data behavior."
services/skillImport.ts,Platform,Shared platform utility or domain service,Supabase client; localStorage fallback; edge functions where invoked,,varies,inventory_only,Low-risk utility unless called by sensitive flows.
services/skillTemplates.ts,Arsenals / Marketplace,"Bundle, marketplace template, or public page support",Supabase client; localStorage fallback; edge functions where invoked,,arsenals; arsenal_pages; arsenal_products,inventory_only,"Review for server-side enforcement if this gates paid, credit, provider, or user-data behavior."
services/skills.ts,Platform,Shared platform utility or domain service,Supabase client; localStorage fallback; edge functions where invoked,,varies,inventory_only,Low-risk utility unless called by sensitive flows.
services/smartSolutions.ts,Business Spaces,"B2B workspace state, ROI, proposals, shifts, or connected work",Supabase client; localStorage fallback; edge functions where invoked,smart-solution-plan,business_spaces; workspace_files; credit_ledger,inventory_only,"Review for server-side enforcement if this gates paid, credit, provider, or user-data behavior."
services/store.ts,Platform,Shared platform utility or domain service,Supabase client; localStorage fallback; edge functions where invoked,,varies,inventory_only,Low-risk utility unless called by sensitive flows.
services/stripeConfig.ts,Monetization,"Billing, credits, access, referral, program, or paid launch support",Supabase client; localStorage fallback; edge functions where invoked,,credit_ledger; credit_accounts; partner_commissions,inventory_only,"Review for server-side enforcement if this gates paid, credit, provider, or user-data behavior."
services/supabaseData.ts,Platform,Shared platform utility or domain service,Supabase client; localStorage fallback; edge functions where invoked,,varies,inventory_only,Low-risk utility unless called by sensitive flows.
services/systemBlueprints.ts,Platform,Shared platform utility or domain service,Supabase client; localStorage fallback; edge functions where invoked,,varies,inventory_only,Low-risk utility unless called by sensitive flows.
services/teamDemoTemplates.ts,Arsenals / Marketplace,"Bundle, marketplace template, or public page support",Supabase client; localStorage fallback; edge functions where invoked,,arsenals; arsenal_pages; arsenal_products,inventory_only,"Review for server-side enforcement if this gates paid, credit, provider, or user-data behavior."
services/teamSupervisorRuntime.ts,Agents / AI,"Agent, model, provider, AI route, or runtime support",Supabase client; localStorage fallback; edge functions where invoked,,agents; ai_route_events; admin_api_keys,inventory_only,"Review for server-side enforcement if this gates paid, credit, provider, or user-data behavior."
services/teams.ts,Platform,Shared platform utility or domain service,Supabase client; localStorage fallback; edge functions where invoked,,varies,inventory_only,Low-risk utility unless called by sensitive flows.
services/templateInstaller.ts,Arsenals / Marketplace,"Bundle, marketplace template, or public page support",Supabase client; localStorage fallback; edge functions where invoked,,arsenals; arsenal_pages; arsenal_products,inventory_only,"Review for server-side enforcement if this gates paid, credit, provider, or user-data behavior."
services/tune.ts,Platform,Shared platform utility or domain service,Supabase client; localStorage fallback; edge functions where invoked,tune-assist,varies,inventory_only,Low-risk utility unless called by sensitive flows.
services/tuneFileTools.ts,Platform,Shared platform utility or domain service,Supabase client; localStorage fallback; edge functions where invoked,,varies,inventory_only,Low-risk utility unless called by sensitive flows.
services/uploads.ts,Vault / Knowledge,"Files, vault, upload, proof, or knowledge support",Supabase client; localStorage fallback; edge functions where invoked,,workspace_files; knowledge_sources,inventory_only,"Review for server-side enforcement if this gates paid, credit, provider, or user-data behavior."
services/usail.ts,Platform,Shared platform utility or domain service,Supabase client; localStorage fallback; edge functions where invoked,,varies,inventory_only,Low-risk utility unless called by sensitive flows.
services/vaultArtifacts.ts,Vault / Knowledge,"Files, vault, upload, proof, or knowledge support",Supabase client; localStorage fallback; edge functions where invoked,,workspace_files; knowledge_sources,inventory_only,"Review for server-side enforcement if this gates paid, credit, provider, or user-data behavior."
services/vaultBuildActions.ts,Vault / Knowledge,"Files, vault, upload, proof, or knowledge support",Supabase client; localStorage fallback; edge functions where invoked,,workspace_files; knowledge_sources,inventory_only,"Review for server-side enforcement if this gates paid, credit, provider, or user-data behavior."
services/vaultFlags.ts,Vault / Knowledge,"Files, vault, upload, proof, or knowledge support",Supabase client; localStorage fallback; edge functions where invoked,,workspace_files; knowledge_sources,inventory_only,"Review for server-side enforcement if this gates paid, credit, provider, or user-data behavior."
services/vaultHuggingFace.ts,Vault / Knowledge,"Files, vault, upload, proof, or knowledge support",Supabase client; localStorage fallback; edge functions where invoked,,workspace_files; knowledge_sources,inventory_only,"Review for server-side enforcement if this gates paid, credit, provider, or user-data behavior."
services/vaultProofLayer.ts,Vault / Knowledge,"Files, vault, upload, proof, or knowledge support",Supabase client; localStorage fallback; edge functions where invoked,,workspace_files; knowledge_sources,inventory_only,"Review for server-side enforcement if this gates paid, credit, provider, or user-data behavior."
services/vaultRemoteJobs.ts,Vault / Knowledge,"Files, vault, upload, proof, or knowledge support",Supabase client; localStorage fallback; edge functions where invoked,,workspace_files; knowledge_sources,inventory_only,"Review for server-side enforcement if this gates paid, credit, provider, or user-data behavior."
services/vaultWorkstation.ts,Vault / Knowledge,"Files, vault, upload, proof, or knowledge support",Supabase client; localStorage fallback; edge functions where invoked,,workspace_files; knowledge_sources,inventory_only,"Review for server-side enforcement if this gates paid, credit, provider, or user-data behavior."
services/walletDetect.ts,Platform,Shared platform utility or domain service,Supabase client; localStorage fallback; edge functions where invoked,,varies,inventory_only,Low-risk utility unless called by sensitive flows.
services/web3Auth.ts,Platform,Shared platform utility or domain service,Supabase client; localStorage fallback; edge functions where invoked,,varies,inventory_only,Low-risk utility unless called by sensitive flows.
services/webSearch.ts,Integrations,"External connector, OAuth, web search, or integration status",Supabase client; localStorage fallback; edge functions where invoked,web-search,user_oauth_connections; linkedin_autopost_posts,inventory_only,"Review for server-side enforcement if this gates paid, credit, provider, or user-data behavior."
services/webintel.ts,Integrations,"External connector, OAuth, web search, or integration status",Supabase client; localStorage fallback; edge functions where invoked,,user_oauth_connections; linkedin_autopost_posts,inventory_only,"Review for server-side enforcement if this gates paid, credit, provider, or user-data behavior."
services/workspaceConsole.ts,Vault / Knowledge,"Files, vault, upload, proof, or knowledge support",Supabase client; localStorage fallback; edge functions where invoked,,workspace_files; knowledge_sources,inventory_only,"Review for server-side enforcement if this gates paid, credit, provider, or user-data behavior."
services/workspaceFiles.ts,Vault / Knowledge,"Files, vault, upload, proof, or knowledge support",Supabase client; localStorage fallback; edge functions where invoked,,workspace_files; knowledge_sources,inventory_only,"Review for server-side enforcement if this gates paid, credit, provider, or user-data behavior."
services/workspaceGateway.ts,Vault / Knowledge,"Files, vault, upload, proof, or knowledge support",Supabase client; localStorage fallback; edge functions where invoked,create-checkout,workspace_files; knowledge_sources,inventory_only,"Review for server-side enforcement if this gates paid, credit, provider, or user-data behavior."
services/workspacePreview.ts,Vault / Knowledge,"Files, vault, upload, proof, or knowledge support",Supabase client; localStorage fallback; edge functions where invoked,,workspace_files; knowledge_sources,inventory_only,"Review for server-side enforcement if this gates paid, credit, provider, or user-data behavior."
services/zEngine.ts,Z-Engine,"Z-Engine generation, mode, streaming, or persistence",Supabase client; localStorage fallback; edge functions where invoked,,z_engine_projects; credit_ledger,inventory_only,"Review for server-side enforcement if this gates paid, credit, provider, or user-data behavior."
services/zEngineCreate.ts,Z-Engine,"Z-Engine generation, mode, streaming, or persistence",Supabase client; localStorage fallback; edge functions where invoked,,z_engine_projects; credit_ledger,inventory_only,"Review for server-side enforcement if this gates paid, credit, provider, or user-data behavior."
services/zEngineModes.ts,Z-Engine,"Z-Engine generation, mode, streaming, or persistence",Supabase client; localStorage fallback; edge functions where invoked,,z_engine_projects; credit_ledger,inventory_only,"Review for server-side enforcement if this gates paid, credit, provider, or user-data behavior."
services/zEnginePromptDigest.ts,Z-Engine,"Z-Engine generation, mode, streaming, or persistence",Supabase client; localStorage fallback; edge functions where invoked,,z_engine_projects; credit_ledger,inventory_only,"Review for server-side enforcement if this gates paid, credit, provider, or user-data behavior."
services/zEngineStream.ts,Z-Engine,"Z-Engine generation, mode, streaming, or persistence",Supabase client; localStorage fallback; edge functions where invoked,,z_engine_projects; credit_ledger,inventory_only,"Review for server-side enforcement if this gates paid, credit, provider, or user-data behavior."
services/zenDaily.ts,Platform,Shared platform utility or domain service,Supabase client; localStorage fallback; edge functions where invoked,zen-daily-agent; zen-daily-og-fetch,varies,inventory_only,Low-risk utility unless called by sensitive flows.
